id,Delta,R0,i0
5734,13.0,2.413102820066026,2134.0
5735,21.0,2.037585957921891,7856.0
5736,17.0,2.294366724848712,3662.0
5737,20.0,2.2556562962922775,4092.0
5738,17.0,2.320109788457728,2799.0
5739,21.0,2.216613579891416,6568.0
5740,18.0,2.328183632543005,2957.0
5741,18.0,2.374190335652206,3267.0
5742,19.0,2.175482015838777,4754.0
5743,22.0,2.298749720308404,4392.0
5744,17.0,2.342605928189929,4307.0
5745,18.0,2.0603281700639,7732.0
5746,23.0,2.1834237156994902,7699.0
5747,22.0,2.2895495818288842,3191.0
5748,14.0,2.4377925480804343,2639.0
5749,21.0,2.3041218770641057,4150.0
5750,17.0,2.423437440192473,2663.0
5751,18.0,2.2155743525601266,3404.0
5752,21.0,2.1234080809807576,6831.0
5753,22.0,2.190649922007759,6634.0
5754,20.0,2.4260990085880434,2056.0
5755,21.0,2.43583198091586,2634.0
5756,22.0,2.0573740470307,9724.0
5757,18.0,2.3982266856943206,3619.0
5758,16.0,2.406301493013411,3867.0
5759,19.0,2.3788384686404096,3290.0
5760,17.0,2.1163202579398486,7303.0
5761,18.0,2.2420687981933827,4645.0
5762,23.0,2.0430392306411966,8296.0
5763,20.0,2.113591036739348,9252.0
5764,15.0,2.3444450876987784,2420.0
5765,17.0,2.2057116437650075,7015.0
5766,21.0,2.061472714595274,7591.0
5767,16.0,2.3673714696383916,3719.0
5768,22.0,2.052886664347425,9366.0
5769,19.0,2.14913205856436,8212.0
5770,15.0,2.400827855379014,1599.0
5771,18.0,2.339028055684939,2589.0
5772,18.0,2.1262184119198615,5602.0
5773,20.0,2.119991858113694,9921.0
